screen_name,location,lat,long
Time4ChangeCnda,Toronto ON,43.6534817,-79.3839347
anukasan1977,"Fredericksburg, VA",38.3031837,-77.4605399
snekjar,"Paris, France",48.8566969,2.3514616
LACOTEDAZUR_7J7,Nice,43.7009358,7.2683912
ClaudCrawfo8,"Florida, USA",27.7567667,-81.4639835
nycnymd,NYC,40.7127281,-74.0060152
tulaholmes,"Seattle, WA",47.6038321,-122.3300624
JohnDStanton3,ATL GA,33.63779875,-84.42927118585675
SCadict,Southern Cal,42.26841175,-94.5513612144498
johnny310X,-mars,45.022172,4.3221548
sammylemar,"Chicago, IL",41.8755616,-87.6244212
COVID19Evidence,"McMaster University, CANADA",43.263939699999995,-79.91782519029299
SBUCommunity,"Stony Brook, New York",40.9087015,-73.13960360056436
KatyN30,Currently in the South,31.7034312,35.210596
edhojhoseps,Venezuela,8.0018709,-66.1109318
RW3TV,"Charlotte, NC",35.2272,-80.843083
Mexi_Dutch,"Maryland, USA",39.5162234,-76.9382069
HometotheWorld,Munich,48.1371079,11.5753822
PedroSantiagoSo,Madrid,40.4167047,-3.7035825
ThirdForceNews,Edinburgh,55.9533456,-3.1883749
tushar1448,"Chicago, IL",41.8755616,-87.6244212
ANDREY_KIEV,Киев,50.4500336,30.5241361
fjmaring,"Ciempozuelos, España",40.1580087,-3.6205514
hawkgiant,"Querétaro Arteaga, México",20.5954708,-100.3970593
_AnimalAdvocate,An earthling  Aren t we all ,NA,NA
HemanNamo,New Delhi,28.6138954,77.2090057
BonaSIMM,"St  Bonaventure, NY",42.080483650000005,-78.47727859383562
MirelaMonte,"Myrtle Beach, SC",33.6956461,-78.8900409
SeanKemmerer,"Pittsburgh, PA",40.4416941,-79.9900861
WaterWired,"Corvallis, Oregon, USA",44.5645659,-123.2620435
RosarioMedinaG,República Dominicana,19.0974031,-70.3028026
KathyRiklin,"Zürich, Switzerland",47.3723941,8.5423328
prvzptl,"Pune, India",18.521428,73.8544541
Disqeet,United States,39.7837304,-100.4458825
SurrealitySucks,Out of my mind  ,NA,NA
lupiscrisanto,Puebla ,18.833333,-98
falso_runner,Argentina,-34.9964963,-64.9672817
ShellyGraw,"Florida, USA",27.7567667,-81.4639835
AnaCaliz,Mexico D F ,16.7323714,-93.1177512
LiseDominique,"Lake Bluff, IL",42.2789117,-87.8342362
vladivos7,estonie,58.7523778,25.3319078
TheDawniel,"La Jolla, CA",32.83259,-117.2716839
pixibliss,"Arizona, USA",34.395342,-111.7632755
mmottDC,"Washington, DC",38.8949855,-77.0365708
rychkid,"Florida, USA",27.7567667,-81.4639835
kate_the_rd,"Los Angeles, CA",34.0536909,-118.2427666
lawyersdailyca,Canada,61.0666922,-107.9917071
PromosaereasAR,Argentina,-34.9964963,-64.9672817
LeMexico_mx,México,19.4326296,-99.1331785
DoomScribe,Den of Madness,51.0677023,13.7545397
MariaRecupero,D C    ATL   PA,NA,NA
doramengoni,mondragone ,41.114112,13.893519
jwbergiii,"Lakeville, MN",44.650051,-93.2432791
monkeyes2, rd rock from the sun,33.3947776,-104.523005
radio_santarosa,"Lima, Perú",-12.0621065,-77.0365256
LaBoyStudios,"Tennessee, USA",35.7730076,-86.2820081
Joseph_Santoro,"Washington, DC  ",NA,NA
edgray1906,Dallas Texas ,-23.6475942,-46.5101346
andreseloyss,"Lawrenceville, GA",33.9562149,-83.9879625
ctmock,"Chicago, IL",41.8755616,-87.6244212
IsI_0001,World,32.8548259,-117.2041575
VicAntHol,"Greenville, NC",35.612661,-77.3663538
SinistroTOP,Via Radical Rolex,NA,NA
sassafraslowrey,"Portland, OR formerly NYC",NA,NA
Barbara81x7,"Boston, MA",42.3602534,-71.0582912
deanohenson,"Omaha, NE",41.2587459,-95.9383758
YangCity2020,"Manhattan, NY",40.7896239,-73.9598939
fzb,Milano,45.4668,9.1905
VittorioFerram1,"Roma, Lazio",41.8852398,12.42065499455952
PeaceIsEarned,"Phoenix, AZ",33.4484367,-112.0741417
Paul_Timmins,"Eugene, OR",44.0505054,-123.0950506
daibyday,"Toronto, Ontario",43.6534817,-79.3839347
juldesprez,"Nice, France",43.7009358,7.2683912
IITDesign,"Chicago, Illinois, USA",41.8755616,-87.6244212
lavozdelneuquen,Argentina,-34.9964963,-64.9672817
Durkalkfikirler,"Kayseri, Türkiye",38.7225274,35.4874516
beachydreamer,"Pennsylvania, USA",40.9699889,-77.7278831
CCItaloMaltese,Malta,35.8885993,14.4476911
PaintInWords,England,52.7954791,-0.5402402866174321
bernardondesign,Pennsylvania     Delaware,39.9194117,-75.4001639
pmo1346,Earth,34.2331373,-102.4107493
prensaunco,Argentina,-34.9964963,-64.9672817
colette_grr,Varese,45.83971285,8.754157594917665
JessicaLArnold,"London, England",51.5073219,-0.1276474
ThatLassie,Scotland,56.7861112,-4.1140518
Cmdte_Jose811,"San Tomé , Venezuela",8.9388164,-64.1317012
AmatyaKautilya,"Washington, DC Area",49.482968,-123.8853569
EdRonline,"Philadelphia, PA",39.9527237,-75.1635262
Raney__Nickel,"Mountain Top, PA",41.1224535,-75.9638609598901
bibliotecaippur, bibliotecadoippur  ippur  ufr,NA,NA
Yubiajando,México         ,NA,NA
green4cp,"Plantation, FL",26.1265258,-80.25786123765101
bds28,"Toronto, Canada",43.6534817,-79.3839347
LibertaLoquendi,"London, England",51.5073219,-0.1276474
MagazzinoCdF,Italy,42.6384261,12.674297
martywisener103,"Tennessee, USA",35.7730076,-86.2820081
Diaspvenradio,España,39.3262345,-4.8380649
fabsandr_51,Lombardo Veneto,45.1851088,12.2705436
canada_site,"Toronto, ON",43.6534817,-79.3839347
circle_therapy,"Tring, England",51.7940357,-0.6609205
4PLATO4,"Alaskan in Chicago, IL",NA,NA
grizzlyjones2u,md,39.5162234,-76.9382069
luisjosebf,Barquisimeto,10.0740372,-69.3215667
EKefferstan,"Edgewater, Chicago",41.9833689,-87.6639516
ConjaGerritzen,Noord Nederland,52.4017392,4.9153521
ClaudiaBryan01,"London, England",51.5073219,-0.1276474
BostonRobb,"Salem, MA",42.5195292,-70.8967226
tvrecordeuropa,"Lisboa, Portugal",38.7077507,-9.1365919
MichaelWeschler,"New York, NY",40.7127281,-74.0060152
six8red,"Dearborn, MI",42.3222599,-83.1763145
HCbiketours,Europe,51,10
passengerfox,"Genoa, Liguria",44.40726,8.9338624
TTCounsellingUK,"North West, England ",50.7711984,6.1824957
thekhemistlives,"Gary, IN",41.6021292,-87.3371372
wpro,"Providence, RI",41.8239891,-71.4128343
30abuzz,Florida,27.7567667,-81.4639835
caglar123456781,"Düsseldorf, Germany",51.2254018,6.7763137
ellenwarreninfo,Chicago,41.8755616,-87.6244212
vanstralen,wells bc,53.1044428,-121.5723679
SharonHorbyk,"Missouri, USA",38.7604815,-92.5617875
MadeleineNorel1,Stockholmsområdet,NA,NA
PanoramaVer,"Veracruz, México ",19.333333,-96.666667
parulster,"Delhi, India",28.6517178,77.2219388
GreatPropertyM,"Rugby, Warwickshire",52.3726682,-1.2620038
JeromeMillot,"Coutras, France",45.0409876,-0.1286261
Wrooty69,"Rossendale, England",53.6848806,-2.261439758907419
marcaross,"Washington, DC   Detroit, MI ",42.367283099999995,-83.05648585463013
cedbs75,"Paris, France",48.8566969,2.3514616
eagleprotectpbc,"South Lake Tahoe, CA",38.9332411,-119.9843482
EXMceuticalsCan,"Calgary, Canada",51.0534234,-114.0625892
washbrnmcgold1,"Bryn Mawr, PA",40.0238245,-75.31734069085473
CATWESTERNR,The Ohio Valley,40.2253569,-82.6881395
janevans35,Pembrokeshire,51.8339209,-4.916667
DouayRheims1,"London, England",51.5073219,-0.1276474
sharon_aadhf,"Hyderabad, India",17.38878595,78.46106473453146
DrRana_Centrist,"Toronto, Canada",43.6534817,-79.3839347
Mark__Whaleberg,"Ocean, Planet Earth",NA,NA
mr_nice_ei,"Berlin, Deutschland",52.5170365,13.3888599
R1cH_Kirkh4m,"Nottingham, England",52.9534193,-1.1496461
BeefBiriyani,Somalia,8.3676771,49.083416
Proclama,"Santander de Quilichao, Cauca",3.0075752,-76.4856531
inelcoSL,Castalla  Alicante   Spain,38.5957233,-0.6702617
Gate_15_Analyst,United States of America,39.7837304,-100.4458825
SLH_Homes,Speke,53.3450988,-2.8619817
DPH_Lewisham,"London, England",51.5073219,-0.1276474
CellPressNews,"Cambridge, MA, USA",42.3750997,-71.1056157
fener18,Türkiye,38.9597594,34.9249653
the_ARF,New York,40.7127281,-74.0060152
SapphireRisk,"Dallas, TX",32.7762719,-96.7968559
SPAGORAOFICIAL,Brasil,-10.3333333,-53.2
JamesTobinPhD,"Newport Beach, CA",53.44429955,-113.40376367695937
TheHealthSummit,"San Francisco, CA",46.8443248,-71.2743272
paulbureau_,"Bordeaux, France",44.841225,-0.5800364
PUENTENETtweets,"Montevideo, Uruguay",-34.9059039,-56.1913569
PuenteParaguay,"Asunción, Paraguay",-25.2800459,-57.6343814
eldiariodeson,"Nogales, Sonora, Mexico",27.5188169,-109.9500319
Ickleleader,"Wales, United Kingdom",52.2928116,-3.73893
VAMBOA,"California, USA",36.7014631,-118.7559974
ISSP_uOttawa,"University of Ottawa, Canada",45.4225294,-75.68339232722582
ANEI_AC,"Monterrey, Nuevo León , México",25.6802019,-100.3152586
AndreaFClarkson,"San Francisco, CA",46.8443248,-71.2743272
cyriljarnias,PARIS FRANCE,48.8566969,2.3514616
LimitlessLuis,"San Diego, California  ",NA,NA
fisionrx,Koh Phangan,9.734950300000001,100.0305710845208
Codix_Pharma,NIGERIA,9.6000359,7.9999721
ninabatina,This Saha World  ,NA,NA
VikzCustomTees,Toronto,43.6534817,-79.3839347
jasoneckardt,"Kerhonkson, NY",41.7736845,-74.30082923131955
WCCBNewsEdge,"Charlotte, NC USA",35.2272,-80.843083
PUENTEtweets,"Buenos Aires, Argentina",-34.6075682,-58.4370894
ETHealthWorld,"Noida, India",28.5356329,77.3910727
Aamani_03,"Hyderabad, India",17.38878595,78.46106473453146
VirusInoculum,United States,39.7837304,-100.4458825
GEFURST,"Los Angeles, CA",34.0536909,-118.2427666
titoipr,"New York, NY",40.7127281,-74.0060152
StreamGR,Mexico,19.4326296,-99.1331785
meganoticiasQRO,"Querétaro, México",20.8542575,-99.84756
SandCPompey,"Portsmouth, UK",50.8036831,-1.075614
PqquieroEstarBn,"Bogotá, Colombia",4.59808,-74.0760439
elsollatinonews,"Philadelphia, PA / Miami, FL",NA,NA
rvmilani,"New Orleans, Louisiana",29.9499323,-90.0701156
Shamrock93,Chicago,41.8755616,-87.6244212
NikiCottone,Roma,41.8933203,12.4829321
fergusmkpherson,"Northern Ireland, United Kingd",NA,NA
PharmAssessRBS,"Kansas City, MO",39.100105,-94.5781416
doomalert19,"San Diego, CA",32.7174209,-117.1627714
thenewstribune,"Tacoma, WA",47.2495798,-122.4398746
queerotter,"Denver, CO",39.7392364,-104.9848623
Connie4weddings,"Kingston, Ontario",44.230687,-76.481323
jbclemson,United States,39.7837304,-100.4458825
GADALA,"Galatsi,Athens Greece",38.0194499,23.75554650283589
Rameshchanders2,"New Delhi, India",28.6138954,77.2090057
arayah_mariah,"minsk via milan  okay, nj ",NA,NA
Computer_Rx,"Oklahoma City, OK",35.4729886,-97.5170536
rantymanjuan,"Wolverhampton, England",52.5847651,-2.127567
Paloas,"Barranquilla, Atlántico",10.9799669,-74.8013085
TNCWD,Tennessee,35.7730076,-86.2820081
silviavoloch,"Campinas, Brasil",-22.90556,-47.06083
threader_app,Author  You can opt-out with the keyword  pause ,NA,NA
TaniaDelRioS,"Boston, MA",42.3602534,-71.0582912
alisonaglitter,Czech Republic,49.8167003,15.4749544
BostonMetroUS,"Boston, MA",42.3602534,-71.0582912
SBB_dimitri,"Lyon, France",45.7578137,4.8320114
sunractoons,cartoonist sunractoons,NA,NA
JoePlenzler,"Washington, DC",38.8949855,-77.0365708
cabributarn,"Tarn, Midi-Pyrénées",44.1254392,1.2394225
pattipietsch,Los Angeles,34.0536909,-118.2427666
rx30_tds,"Orlando, FL",28.5421109,-81.3790304
DairySolutions_,NL,52.5001698,5.7480821
thegreatclive,the world is my home,NA,NA
SpringLawFirm,"Toronto, Ontario",43.6534817,-79.3839347
GobemoucheA,est France ,49.498786100000004,0.17065511340701273
factorcu4tro,Ciudad de México ,19.4326296,-99.1331785
peterovington,Leinster,53.11846495,-6.991818291829787
mxcaltrz,Kingdom of Saudi Arabia,25.6242618,42.3528328
msihocine,Paris,48.8566969,2.3514616
OfMayorSLP,San Luis Potosí,22.5000001,-100.5000001
VDNCalais,Calais,50.9488,1.87468
CitiesForum_org,Global ,43.7283874,-79.34914879325001
CortinasCdmx,CDMX,19.3350359,-98.9771128
luchovoltios,"Barranquilla, Colombia",10.9799669,-74.8013085
vialta_salud,España,39.3262345,-4.8380649
inmyshoestravel,Travel - Mallorca,39.6009599,2.6726525
TReporta, Panamá,8.559559,-81.1308434
CuyoNoticias,Mendoza - Argentina,-34.78719615,-68.43807123826872
goth_santa,Our Current Reality,NA,NA
PennylessChurch,"Washington, USA",38.8949855,-77.0365708
lighlo,"Clifton, England",51.4615884,-2.6202846
IlaekaV,"California, USA",36.7014631,-118.7559974
kimbarcy,"Toms River, NJ",39.9537359,-74.1979576
FlaglerEOC,"Flagler County, FL",29.4844412,-81.2917415
nainssoumis,Rennes ,48.1113387,-1.6800198
Chiapas_Hoy,"Tuxtla Gutiérrez, Chiapas",16.753801,-93.115959
Kustom_Kitten,"In the Shadow of Fire Mountain, OR",NA,NA
1ctboy1,Altanta GA,NA,NA
aly_ifb,Europe,51,10
taylorlargmann,"Boston, MA",42.3602534,-71.0582912
LoriDelisle,"Los Gatos, CA",37.226611,-121.9746797
KutlwanoCurvy,"Miami, Florida",25.7742658,-80.1936589
calvi1956,"Roma, Lazio e Sardegna",41.88892535,12.515737460135135
DrAnnaBlack1,"Glasgow, Scotland",55.8609825,-4.2488787
salernonotizie,Salerno,40.419441649999996,15.310756230322482
ThePopTopic,"Connecticut, USA",41.6500201,-72.7342163
SeattleSEPTSA,seattle wa,47.6038321,-122.3300624
EDMRadioOficial,España,39.3262345,-4.8380649
Robnda216,"Lakewood, Ohio",41.4819932,-81.7981908
ThibJourdan,"Winnipeg, MB, Canada",49.8955367,-97.1384584
davelight01,"USA, Europe",42.9702328,-109.4537508
ckuhtz,"Redmond, WA",47.6694141,-122.1238767
Nataliadm83,"Motherwell, Scotland",55.7901843,-3.9920902
dholt16,"New York, NY",40.7127281,-74.0060152
ERDOGAGNE,"Paris, France",48.8566969,2.3514616
15Priyaarun,"GNDU,Amritsar,India",NA,NA
ConorPDunne,"Kelso, Scotland",55.5983788,-2.4338366
yosualp,Fene,43.473674,-8.1625614
Mara_Aurore,"Rio de Janeiro, Brasil",-22.9110137,-43.2093727
kiragu_jm,"Nairobi, Kenya",-1.2832533,36.8172449
Yasmina07111441,"Paris, France",48.8566969,2.3514616
2020ResistBotU1,America    ,NA,NA
MyFunnySpeaker,Canada,61.0666922,-107.9917071
paul_m_fred,"Burnley, England",53.7907262,-2.2439196
einandererblog,Germany,51.0834196,10.4234469
crowdblink,North America,51.0000002,-109.0000002
Boeing74,United States,39.7837304,-100.4458825
framontesanto84,Palermo,38.1112268,13.3524434
coachbarbaraj,"Atlanta, GA",33.7490987,-84.3901849
CodyLatosh,"Denver, CO",39.7392364,-104.9848623
Muunrakur,"San Francisco, CA",46.8443248,-71.2743272
TeulletFernando,Toledo,39.8560679,-4.0239568
irshaaaan,"Rawalpindi, Pakistan",33.6038766,73.048136
Chasmanthium,"On an island, trying to escape",NA,NA
ClaireBrune,Nantes,47.2186371,-1.5541362
Reyna2020Reyna,Harris County,29.8119769,-95.3741247
srk141119,India,22.3511148,78.6677428
kbkaus,"Raritan, NJ",40.5695474,-74.6329363
DanyelATH13,"Alcorcón, Madrid  España",40.3492998,-3.8284295
minpin78,UK,54.7023545,-3.2765753
PaSseM0nTagNe,"Amelia, OH",39.0283966,-84.2177136
RobShergold,"Tonbridge, South East",51.1889529,0.2735876
ppeneeds,"Wisconsin, USA",44.4308975,-89.6884637
DiegoTheCat3,"Kingston, NY",41.9287812,-74.0023702
clemmusic,"Boca Raton, FL",26.3586885,-80.0830984
BaruSanchez,Rada Tilly- Chubut- Argentina,-45.925919,-67.5533438
6thbaronL,"Dallas, TX",32.7762719,-96.7968559
queztinjoi,"Bountiful, UT",40.8894611,-111.8804817
AidanOKane,Ireland,52.865196,-7.9794599
lisaben62061807,"Derby, England",52.9212617,-1.4761491
SecteurEtab,"Ontario, Canada",50.000678,-86.000977
SenatorCarlucci,"New City, NY",41.1499825,-73.98989776091842
UCCharterSchool,"Chicago, IL",41.8755616,-87.6244212
LisaSabinWilson,"Green Bay, WI",44.5126379,-88.0125794
skiingmadman,www bit ly/skiingmadman,NA,NA
realjustfacts,Reality,52.3658704,4.8952406999999996
clickeric,The world,45.1047263,7.695728
NamibiAng,La Isla Bonita,-32.8921105,-60.671922
MEUCEFIU,Miami,25.7742658,-80.1936589
RShursty,london,51.5073219,-0.1276474
hywel_wyn,"Llanrhystud, Ceredigion",52.3056381,-4.1450371
MatthewPMcNees,"St Augustine, FL",29.8946952,-81.3145395
reshmagar,"New Haven, CT, United States",41.3082138,-72.9250518
__drazulay,Netherlands,52.5001698,5.7480821
libertybelle_co,"Colorado Springs, CO",38.8339578,-104.8253485
mikeyg1527,"Lindenhurst, NY",40.6867667,-73.3734547
miami__realtor,"Miami, FL",25.7742658,-80.1936589
tca_ca,Canada,61.0666922,-107.9917071
CitizenPatriot9,United States of America,39.7837304,-100.4458825
jazzerrunner,"South Carolina, USA",33.6874388,-80.4363743
Momzilla_MTL,"Montréal, Québec",45.4972159,-73.6103642
JAalster,"New York, USA",40.7127281,-74.0060152
LilShooter13,United States,39.7837304,-100.4458825
XoRossxp,"California, USA",36.7014631,-118.7559974
Baited_man,naval gazing ,NA,NA
irishpoint,Dublin,53.3497645,-6.2602732
trtazerbaycom,Ankara,39.7160439,32.7059948
NCHVorg,"Washington, DC",38.8949855,-77.0365708
calfund,"Los Angeles, CA",34.0536909,-118.2427666
spsdgtl,San Antonio ,29.4246002,-98.4951405
PaulCogan,Toronto,43.6534817,-79.3839347
EvanKirstel, RemoteWork  Boston ,NA,NA
ADECOxSIEMPRE,Venezuela,8.0018709,-66.1109318
el_chapeton,Guatemala,15.6356088,-89.8988087
clinicaconocoto,"Conocoto, Quito",-0.2274522,-78.51476571615603
WoundSource,Florida USA,27.7567667,-81.4639835
LandauDaniel,wien,48.2083537,16.3725042
blaga_v,"Brussels, Belgium",50.8465573,4.351697
iDescubre_,"Andalucía, España",37.3399964,-4.5811614
lucasleite,"Rio Grande do Sul, Brasil",-29.8425284,-53.7680577
peterforED,Scotland,56.7861112,-4.1140518
rafben,Porto Alegre,-30.0324999,-51.2303767
AndyBroxton,"Shrewsbury, England",52.707755,-2.7540658
TheQuarterly,Global,43.7283874,-79.34914879325001
InfoReadKnow,Global,43.7283874,-79.34914879325001
Pusht0on,پختونخواہ,NA,NA
michellekatics,Singapore,1.3408630000000001,103.83039182212079
vettimesuk,United Kingdom,54.7023545,-3.2765753
pcMetropolitana,Urbanización Caurimare - ,10.2276348,-67.5320614
TrapTVShow,"Los Angeles, CA",34.0536909,-118.2427666
HWDerbyshire,Derbyshire,53.1185033,-1.5566179305872214
runshakasean,"Nova Scotia, Canada",45.1960403,-63.1653789
JosephineFrad,"Ile-de-France, France",48.6443057,2.7537863
ztCanada,"Toronto, Ontario",43.6534817,-79.3839347
iamalittlehappy,"Tennessee, USA",35.7730076,-86.2820081
Voicechyk,"Here, There, Everywhere",NA,NA
ArjunChander127,New Delhi,28.6138954,77.2090057
gogaetit,"Bordeaux, France",44.841225,-0.5800364
JacksonJDPhD,University of Wyoming,41.3144774,-105.56432285957351
DrAMehndiratta,"Goa, India",15.3004543,74.0855134
AnnaFasoli_,"Lombardia, Italia",45.6209,9.768893
vixcontango,"Fairfield, CT",41.1412078,-73.2637258
rikounet1,Belgique,50.6402809,4.6667145
Prof_Satisci,Global,43.7283874,-79.34914879325001
swamiupendra,New Delhi,28.6138954,77.2090057
Edmontonsun,"Edmonton, Alberta, Canada",53.535411,-113.507996
ResortTrades,"Crossville, TN",35.9489566,-85.0269015
RolexOyugi,Kenya,1.4419683,38.4313975
yates2906,"Preston, England",53.7593363,-2.6992717
matthew_rehrer,Bay Area,37.7884969,-122.3558473
jthornthwaite,North Vancouver BC,49.3207133,-123.0737831
VivianCreekmore,Southern WI,42.61933775,-89.04077469536071
debsmikdav1,New York City,40.7127281,-74.0060152
Icict_Fiocruz,Fundação Oswaldo Cruz ,-23.6347042,-46.5643888
serviparamoSA,Latinoamérica,-27.4221702,-55.9350095
1stbornAmerican,"GA, USA",32.3293809,-83.1137366
REFrankel,"Lafayette, LA",30.2240897,-92.0198427
Petr__Lev,"Děčín, Ústí, Česká republika",50.7824196,14.2147221
AM_1080,"Asunción, Paraguay",-25.2800459,-57.6343814
MalcolmQuinn9,London,51.5073219,-0.1276474
Racing_GirlsMx,Around the globe,37.9860469,23.7359163
WisconsinLaw,"Madison, Wisconsin",43.074761,-89.3837613
Alain_Lemay69,"Gatineau, Quebec, Canada",45.4841214,-75.6813728
3jindismay,"California, USA",36.7014631,-118.7559974
COVID25_Book,"The Trafford Community, UK",53.465059249999996,-2.2653355962320294
edieangelo,WTF  USA,45.500546150000005,-122.65454492461315
enhithaber,TÜRKİYE,38.9597594,34.9249653
GabyGallegosA,"Durango, México",24.833333,-104.833333
christeeves,"Ottawa, Ontario",45.421106,-75.690308
rgclondoncomms,London ,51.5073219,-0.1276474
kiml_thomas,"New York, USA",40.7127281,-74.0060152
RevJanetEdwards,"Pittsburgh, PA",40.4416941,-79.9900861
COER_Lambayeque,Región Lambayeque,-33.4499104,-70.7238739
IMPACT_Boston,Massachusetts,42.3788774,-72.032366
marisaLaDestra,roma,41.8933203,12.4829321
Djimbo72,Thorigné Fouillard,48.1535233,-1.5800238
anjika_boom,"Santa Cruz, CA",37.050096,-121.9905908
PierFornasari,DIRECTOR,-33.4124051,-70.566284
MilenioStadium,"Toronto, Ontario",43.6534817,-79.3839347
santankumarc,India ,22.3511148,78.6677428
AfronerdRadio,"Manhattan, NY",40.7896239,-73.9598939
EdgeOfRealityUK,United Kingdom,54.7023545,-3.2765753
sole_martin71,El mundo,-2.25,105.3
eleconomista,"México, DF",19.512552,-98.8742007
Will_H_Ferguson,"La Canada Flintridge, CA",34.1998302,-118.2005236
CharliPaige,"Montreal, Quebec ",45.4972159,-73.6103642
CTLatinonews,"Hartford, CT",41.764582,-72.6908547
matt_greener,Brighton   Brooklyn ,40.57964365,-73.96111081059607
nupami1,"San Francisco, CA",46.8443248,-71.2743272
BillofRightsTX,"Texas, USA",31.8160381,-99.5120986
farmishly,Candida,40.9422999,14.8751834
TheEarthNews1,Jammu And Kashmir,33.5574473,75.06152
Diario_Pontev,Pontevedra  Galicia-Spain ,42.6075172,-8.4714942
marchalfred77,"Ile-de-France, France",48.6443057,2.7537863
byrne_david,"Kerry, Ireland",52.14533445,-9.517401092833236
habererk,"İstanbul, Türkiye",41.0096334,28.9651646
ValerioGulia,Roma,41.8933203,12.4829321
Ciencias_mayab,"Yucatán, México",20.6845957,-88.8755669
Pwdx1,"Paris, France",48.8566969,2.3514616
win_in_more,"Mumbai, India",18.9387711,72.8353355
MyersLawLLC,"Cleveland, OH",41.5051613,-81.6934446
AtomX_Cashless,"Pune, India",18.521428,73.8544541
PrimordialEmcee,Toronto,43.6534817,-79.3839347
LotusGardenia,"hell Michigan, USA",42.4347571,-83.9849477
RelaksRadio,"England, United Kingdom",52.7954791,-0.5402402866174321
RCGoficial,México,19.4326296,-99.1331785
JamesPreston_SD,"Rapid City, SD",44.081176,-103.228006
WJCSWestchester,"White Plains, NY",41.0339862,-73.7629097
apie_hh,"Tampa, FL",27.9477595,-82.458444
FeliceCohen,NYC,40.7127281,-74.0060152
RenewAireLLC,"Madison, WI",43.074761,-89.3837613
ccdeditor,United States,39.7837304,-100.4458825
SafiaIbrah,"Trenton, Ontario",44.1019126,-77.57539
tomatkids,"Los Angeles, CA",34.0536909,-118.2427666
habertakvimi,İstanbul,41.0096334,28.9651646
Eva10_Hector7,de  OurPlanet,NA,NA
JessyAshok,Mumbai ,18.9387711,72.8353355
country102onair, Muskoka,52.3759677,-2.325444
untrasplantado,Madrid,40.4167047,-3.7035825
891maxfm,"Orillia, ON",44.6092059,-79.4175587
UMASSDonahue,"Hadley, MA",42.35637,-72.5620883
977maxfm,"South Georgian Bay, ON",45.2358586,-80.71301499826568
Kornflake,"Dramaville, Or",NA,NA
Kommende_DO,"Brackeler Hellweg  ,Dortmund",NA,NA
patrickgreentea,"Connecticut, USA",41.6500201,-72.7342163
wineblogman,San Francisco area,40.3736594,-3.7397923
deLIBERnATION,"Massachusetts, USA",42.3788774,-72.032366
reggaecompa,Panama,8.559559,-81.1308434
mwyszynski,"Dallas, TX",32.7762719,-96.7968559
EvaBenfeldt,"København, Danmark",55.6867243,12.5700724
Roser59639570,London,51.5073219,-0.1276474
Capo_total,Argentina,-34.9964963,-64.9672817
romainbousson," N,  E",NA,NA
gmedglobal,United States,39.7837304,-100.4458825
CeeM5,"Oregon, USA",43.9792797,-120.737257
CRJCRE,"Huntington Beach, CA",33.6783336,-118.0000166
NYSERDA,New York State,43.1561681,-75.8449946
6nsinvt,Vermont,44.5990718,-72.5002608
StevenDawsonSD,"Frankfurt on the Main, Germany",NA,NA
OverItSOover,On my laptop   iPhone,NA,NA
sapphirag,"Washington, DC",38.8949855,-77.0365708
adriano_mendo,Malaga,36.7213028,-4.4216366
CheltCinematic,"Baynham way, Cheltenham, UK",NA,NA
InterceptTech,"Austin, TX",30.2711286,-97.7436995
ianferraro,"Oakville, Ontario",43.447436,-79.666672
jeandionis,Agen,44.2015827,0.6176112
Polka_DotStudio,California  ,36.7014631,-118.7559974
humanbird19,Paris London LA,48.8699565,2.3254453
itatiaiasulmg,Varginha - MG,-21.5565914,-45.434067400000004
weightofech,England,52.7954791,-0.5402402866174321
bigrando,"Porto Alegre, Brasil",-30.0324999,-51.2303767
Sublimemanx,Oxfordshire,51.833333,-1.25
jlrossini79,"Roma, Lazio",41.8852398,12.42065499455952
castilloa52,"Omaha, NE",41.2587459,-95.9383758
MyersSupply,"Little Rock, AR",34.7464809,-92.2895948
dmrider,Toronto,43.6534817,-79.3839347
EtabSite,Canada - Ontario,50.000678,-86.000977
MBEmployment,Guildford Southampton Richmond,NA,NA
berkeley_lights,"Emeryville, CA",42.2976601,-82.7613582
CARLvonBlois,France,46.603354,1.8883335
LynneBlance,Western New York,8.3886801,-13.1226076
OurWisconsinRev,"Wisconsin, USA",44.4308975,-89.6884637
ashcomms,"London, England",51.5073219,-0.1276474
_UN2020_,Global,43.7283874,-79.34914879325001
MikeyMcMahon,London,51.5073219,-0.1276474
time8news,"Guwahati, India",26.1805978,91.753943
VinceGuiheneuc,"Paris, France",48.8566969,2.3514616
KSmithSpeaking,San Diego,32.7174209,-117.1627714
htnsl,"Devon, UK",50.724165,-3.660795843955193
xxdansaysxx,"New York, NY",40.7127281,-74.0060152
lisamare2015,nottingham  uk,52.9534193,-1.1496461
fundacaoseade,São Paulo,-23.5506507,-46.6333824
CaddictR,"Rural,Riot Free NWPennsylvania",NA,NA
miagaladeco,CABA,-34.6075682,-58.4370894
ShivAB84,"Bengaluru, India",12.9791198,77.5912997
NeivaA25,"Reims, France",49.2577886,4.031926
SecheltLibrary,"Sechelt, BC",49.4721147,-123.7631244
CACLClinic,"Red Deer, Alberta",52.269838,-113.818359
DarrenRigger,"Peekskill, NY",41.289811,-73.9204922
FinallyInspired,"Kingston, Ontario, Canada",44.230687,-76.481323
CMallouris,"Johannesburg, South Africa",-26.205,28.049722
