id,value,lemmata
148572696,0,je huis als pensioenpot
148572703,0,stadsdeel geven geen advies over bus 21
148572704,1,cijfer CBS_Amsterdam nederlands horeca hebben
148572705,-1,nog even 80 miljoen bijbetalen
148572709,0,pas na bezetting worden student horen Studentenactie protest op universiteit van Amsterdam kunnen zich uitbreiden naar ander stad toezegging van gisteren zijn voor actievoerder begin maar nog niet toereikend
148572711,0,beursrecord economisch herstel of toch weer nieuw zeepbel
148572716,1,en Ierland dat komen er toch ook bovenop
148572718,-1,arbeidsmarkt werkloosheid lopen op doordat veel mens baan zoeken
148572719,0,winst 3.794.000
148572720,-1,Bouw kampen met zwak financiën
148572724,0,akkoord Griekenland zijn niets veel_dan voornemen commentaar
148572726,0,zijn griekse schuld nu ondraaglijk of overdreven
148572728,-1,werkgever boos over aanpak van bank
148572731,0,Federal_Reserve president yel van amerikaanse centraal bank blijven vaag over rentetarief
148572742,0,staatsverzekeraar honderd mens ontslaan veel winst bij verzekeraar asr
148572745,0,griekse crisis houden aan als EU geschil blijven verdoezelen
148572760,0,wagen eens gok vragen aan_het financieel panel hoe kunnen belegger inspelen op opmars van clouddienst
148572761,-1,Zwitserland bergafwaarts
148572763,-1,ik lezen in krant dat deflatie ervoor zorgen dat d
148572765,-1,Zwitserland in mineur
148572767,0,DNB en CPB hekelen akkoord ww-reparatie
148572768,0,sociaal partner bedenken nieuw WW
148572772,-1,handelsverdrag met VS zijn te politiek ingrijpend TTIP omstreden handelsakkoord tussen Europa en Amerika schaffen onder_veel invoertarieven af en stellen atlantisch arbitragetribunaal in
148572774,1,het helpen juist ons exportland
148572775,0,landen die groei nog zijn in ons portemonnee ?; column
148572776,0,toch liever met Grieken Eurozone meeste hard afspraak met Griekenland zijn overeind blijven maar ander land van eurozone tonen ook begrip
148572778,-1,stadsbegroting Tekort van 228 miljoen
148572779,0,mier en hyena in londens City
148572780,-1,Nederland mogen wel wat rijk worden in individueel keuze commentaar
148572783,0,consumentenvertrouwen Amsterdam stemming onder
148572784,0,koopwoning Den_Haag bestaan koopwoning waar
148572785,0,hoog inkomen hebben geen pensioenpaternalisme nodig
148572786,1,consumptie consument geven veel uit economie kort
148572787,0,textielbranche Amsterdam TenCate fabrikant van
148572788,-1,notaris kwetsbaar door financieel probleem
148572790,-1,alleen een griekse econoom weten waar al die miljard heengaan Griekenland duitse regering reageren sceptisch op griekse concessie Dijsselbloem en Varoufakis hoofdrolspeler op vergadering eurogroep
148572791,-1,VEB onderzoek wanbeleid SNS nóg hard nodig
148572793,-1,DNB we sparen veel te veel
148572796,-1,duitse disciplinering lopen dood in woud van regel
148572797,1,goed jaarcijfer brengen beursgang ABN dichtbij
148572798,1,werkloos nieuw-west krijgen op Schiphol extra kans
148572799,0,weer zetten ze hetzelfde wapen in Luchtvaart mager resultaat nopen Air_France-KLM tot nieuw bezuiniging opmerkelijk pensioenmeevaller van ruim 600 miljoen veranderen dat niet
148572800,-1,hard botsing aan vooravond van Eurogroep
148572804,-1,detailhandel vakbond akkoord met verlies 440 baan bij Blokker
148572811,-1,BAM denken iets te vaak goed slecht werk dan geen werk
148572817,1,rotterdamse adviesraad veel flexibiliteit in financiering
148572820,0,geld uitdelen we moeten veel besteden column
148572822,-1,op vijf ziekenhuis in financieel gevarenzone
148572833,0,economie kort
148572838,-1,een stap in privatisering leveren niks op
148572839,-1,Grieken en eurozone spel spel met torenhoog inzet commentaar
148572844,-1,geen werk en geen geld en iedereen zijn boos op Grieken correspondent
148572846,0,Grieken moeten vandaag kiezen wel_of_geen hulp
148572850,0,staat verkopen verzekeraar Reaal aan_het chinese concern anbang
148572854,0,Wind in rug vragen aan_het financieel panel zijn er op dit moment sprake van valuta-oorlog
148572855,0,duur banenmachine van Wiebes
148572857,-1,geldpers zijn wapen in valuta-oorlog
148572861,1,duitse groei en hoop in Europa stuw beurs
148572868,0,Grunberg Jacobs over kapitalisme vrijheid
150277840,0,CBS tempo economisch herstel in Nederland zwakken af
150277841,-1,World Economic Forum_Nederland zakken vier plaats op index kwaliteit werknemer
150277843,0,economisch groei vlakken af nauwelijks extra baan
150277847,-1,Handelsakkoord_Azië eigen partij zitten Obama dwars buitenland kort
150277848,-1,bodem vallen vanzelf onder euro weg column
150277850,-1,Nederlandsche bank Toezichthouder waarschuwen bank voor kapitaaleis
150277853,0,betaling Griekenland lossen 750 miljoen euro af bij imf
150277861,1,bank zijn optimistisch over groei economie
150277862,-1,Nederlands zorgstelsel net duur planeconomie
150277864,-1,vergeefs zoektocht naar prijsevenwicht op oliemarkt
150277874,0,DNB mogen van Dijsselbloem geen bankier schorsen
150277875,-1,sterk verhaal dat Brussel niet willen horen in Europa
150277878,0,Free lunch bestaan niet vragen aan_het financieel panel zijn stijgen rente op europese obligatie logisch correctie
150277879,-1,even geen duur ombouwoperatie
150277884,-1,zijn stagnatie alleen maar narigheid ?; column
150277886,1,ECB zullen doorgaan
150277889,-1,Athene speculeren op ruzie tussen EU_en_IMF
150277893,-1,overschot pensioensparen verhogen geldaanbod terwijl vraag allang zijn verdwijnen correctie en aanvulling
150277899,-1,uurloon 150.000 dollar dat zijn laag
150277906,-1,renteverlaging China verwachten na ver daling van export
150277910,0,niet bank maar staat horen geld te scheppen
150277914,1,europese commissie willen online handel over grens versterken
150277915,0,grieks lot in_hand van Draghi
150277916,-1,fors correctie spoken op obligatiemarkt
150277917,-1,goed tijd tot Alkmaar tekort ontdekken
150277918,-1,ieder verliezen bij uittreding Britten veel gevolg van Brexit visie van oud-onderhandelaar Kostenberekening van denktank
150277943,0,'74 procent van Nederlanders steunen vrijhandelsverdrag TTIP '; Factcheck
150277948,0,brief
150277951,-1,mulier Instituut onderzoek veel financieel probleem bij sportbond
150277955,-1,duitse minister trekken rood lijn over handelsverdrag eu-vs
150277957,0,duitse kabinet verdelen over vrijhandel met VS
150277961,-1,het gaan financieel steeds slecht met club in betalen voetbal
150277965,0,zó veel ophef over handel zijn nooit vertonen
150277969,0,arbitragebeginsel juist in nadeel van investeerder beperken
150277973,-1,pseudo-heffing die Feyenoord pijn doen column
150277974,-1,handelsverdrag hollen democratie uit en maken bedrijf te machtig
150277975,-1,argwaan zijn nog lang niet wijken
150280493,1,woonwinkel er bovenop
150280494,1,Griekenland bereid tot sluiten compromis
150280495,0,focus op Grieken en banencijfer VS
150280504,1,Portugal groeien door
150280506,-1,vlak beurs drukken vertrouwen belegger peiling ING_Beleggersbarometer geven licht terrein prijs in mei
150280507,0,hoog rente Fed blijven uit '; Dr. Doom beleg in fundamenteel waard
150280511,0,groei in Zweden zwakken af
150280512,-1,domper op Wall_Street
150280514,-1,matig maand voor aandeel
150280520,0,letten niet_alleen op rente
150280528,1,er worden weer kopen wonen Huizenmarkt
150280529,0,waarom zeggen wij verzorgingsstaat ?; brief van dag
150280532,-1,stappen terug beurs VS
150280535,-1,te weinig urgentie rond rentedrama '; Victor_Macrae
150280537,0,hypotheek
150280538,-1,advies over hypotheek wekken woede
150280539,0,coalitie broeden op woondouceur huurstijging en eigenwoningforfait inzet deal
150280542,1,Gemeente snoeien 5 miljoen minder door meevaller zijn stadskas goed vullen
150280548,0,economie zijn baten bij rust brief van dag
150280550,0,thuishulp via obligatie particulier belegger trekken knippen als bank huiverig worden
150280552,0,snapchat willen naar beurs
150280553,1,Dance stuwen economie
150280554,-1,EU vragen om nog veel miljard
150280556,0,West en Oost kopen elkaar
150280557,1,cijfer zijn munitie voor fusie delhaize ambitie Ahold in België niet op laag pit
150280559,1,Dance steeds belangrijk voor economie
150280560,0,te laat zorgsalaris financieel buitenkans
150280562,-1,Rookgordijn blijven dicht
150280567,1,veel steun- uitkering
150280572,-1,wie draaien op voor volgen bezuinigingsronde
150280574,0,aanjager
150280579,-1,rentevrees drukken VS
150280590,-1,Brexit nadelig voor groei
150280592,0,"Euro onder $ 1,10"
150280596,1,Grieken dringen tekort terug
150280599,-1,huurtoeslag vallen flink duur uit ook kost asielzoeker tegenvaller
150280600,0,kopen mevrouw
150280605,-1,naheffing veel hoog slotwet begroting nog_eens 133 miljoen euro naar EU
150280607,1,Griekenland zijn uitbezuinigen
150280609,-1,momentum in eurozone lopen er uit
150280610,0,engelse centraal bank onderzoeken gevolg brexit
150280613,-1,braafste van klas Nederland betalen als enig direct naheffing EU
150280616,1,Bankindex nu gunstig ABN_Amro straks perfect graadmeter van economie
150280617,-1,liever geen caodan huidig cao uitlating Ton_Heerts voorzitter FNV ); interview Werkgevers metaal supermarkt en bouw zijn verzet FNV tegen modernisering zitten
150280619,1,woningmarkt helpen economie
150280621,-1,investeren in pand vlakbij a dam CS analyse Huuropbrengsten te rooskleurig voorstellen
150280628,-1,verkopen van ABN_Amro fortuin verdampen Dijsselbloem we doen ons best zo veel mogelijk terug te krijgen
150280632,0,spaartegoed groeien
150280633,0,hypotheekrente vastzetten
150280634,0,liever aflossen dan weg vakantiegeld
150280638,0,varoufakis-tapes verbazen Brussel
150280639,-1,ongelijkheid groot zorg '; OESO toenemen inkomensverschil schadelijk voor economie
150280640,1,Europa zetten in op werk voor jeugd
150280644,1,AEX werken verlies weg
150280646,1,IMF herstel voor Rusland
150280649,-1,personeel belastingdienst snel duidelijkheid geven '; Kamer verontwaardigen over uitlekken plan
150280651,-1,niet voor al werk
150280653,-1,Griekenland 5 juni bankroet
150280657,-1,Wall_Street staan stil
150280660,-1,vrij pers voeren verbeten overlevingsstrijd daling inkomst uit advertentie problematisch
150280665,-1,eerst keel afknijpen en dan roepen dat er miljard over zijn
150280667,0,ECB geven gas finanscoop
150280668,-1,Griek juichen te vragen
150280669,-1,beurs VS tik terug
150280670,0,Dow kalm na record
150280671,1,ECB geven AEX impuls
150280673,-1,personeel laaiend om ontslagronde gebrek aan communicatie zetten kwaad bloed
150280679,-1,instabiliteit nemen toe
150280684,1,nieuw piek voor Dow
150280691,0,sport halen broekriem aan NOC NSF moeten in 2016 minimaal vijf miljoen bezuinigen
150280692,0,contant geld zijn onmisbaar
150280698,0,ECB hekelen criticaster spaarder helemaal niet dupe van beleid centraal bank
150280699,0,schaffen munt en biljet af
150280700,-1,Duitsers houden noodlijdend Grieken worst voor
150280702,0,cao's kunnen zonder probleem afschaffen
150280704,0,deal tussen China en India
150280705,-1,fors boete voor bank
150280706,-1,Griekenland kunnen geen kant veel op
150280707,-1,pakken job killer aan
150280710,0,alleen last
150280711,-1,griekse rente weer in lift
150280712,0,tweedeling
150280713,1,veel groei in Nederland
150280716,0,op zoek naar stabiel en hoog dividend product van maand SPDR S P_US dividend Aristocrats
150280717,0,bank of Japan blijven stimuleren
150280718,1,goed verwerken
150280719,0,overnamehonger
150280725,-1,door schuld achtervolgen BKR
150280727,-1,btw-tarief weer omhoog
150280728,0,vakantieplan
150280732,-1,Grieken vragen uitstel betalen ECB
150280736,1,reëel winst of zeepbel ?; belegger houden vertrouwen in snel stijgen koers
150280737,1,economisch herstel komen goed op stoom
150280740,-1,hypotheek worden weer duur
150280743,0,huizenprijs blijven stijgen
150280751,0,Waterland openheid over dividend Attero
150280752,-1,rente tarren damrak
150280753,-1,obligatie in uitverkoop
150280754,1,zalando rekenen op goed 2015
150280766,1,zonnig tijd voor aandeel
150280767,0,Grieken prijzen om stap vooruit Eurogroep houden vast aan fors bezuiniging
150280780,0,Beleggersagenda
150280789,-1,inflatie China lopen iets op
150280795,1,zzp er veel werknemer extra bescherming en minder aftrekpost
150280796,1,stapelfinanciering zijn toekomst
150280799,1,veel baan in Amerika
150280800,-1,beleggen op pof pieken stijgende beurs maken hebberig
150280801,-1,goed geld naar kwaad geld gooien ?; analyse pompen of verzuipen bij belegging in schip
150280802,1,rijzen ster in opkomen markt
150280803,-1,obligatiekoers beginnen te dalen
150280804,-1,Irrationeel
150280806,1,opluchting belegger VS
150280811,0,dividend versus rente
150280812,0,passen rentevast
150280818,1,ambitieus en belonen
150280821,0,beurs VS keer tij
150280823,-1,Siemens snijden nog diep
150280824,0,"inflatie stijgen in april tot 0,6"
150280825,1,ING en NN voeren goednieuwsshow op fors winststijging ING buffer NN aandikken
150280827,0,Schiphol verkwisten miljoen in bouw '; aannemer profiteren van falen bij kostenbeheersing
150280829,1,huizenkoper grijpen kans Hypotheekrente nooit zo laag
150280832,0,zelfs vakantiegeld worden zien als extra voor schatkist
150280834,-1,water in Californië gaan op rantsoen
150280835,-1,griekse deal ver_weg vordering onvoldoend om op 11 mei geldkraan te openen
150280836,-1,Iran kraken prijs pistachenoten
150280838,-1,zorg op Wall_Street
150280840,-1,dollardip
150280841,0,energie in innovatie
150280842,0,afbetalen
150280843,-1,miljoenentekort kosten wethouder kop
150280844,1,akkoord Marokko lijken nabij
150280846,-1,IMF zetten Griek in hemd zonder nieuw afschrijving zijn schuld onhoudbaar
150280849,-1,rugwind economie zijn gratis meevaller europese commissie positief over ons land
150280856,-1,Alkmaar aan bedelstaf oppositie in raad eisen opstappen wethouder financiën
150280861,0,belegger blok
150280862,1,dalende rente hypotheek
150280863,1,plus voor Wall_Street
150280865,0,steunaankoop I
150280866,1,energie goedkoop
150280869,0,huizenmarkt oververhit op vijf woning voor 10.000 boven vraagprijs verkopen
150280875,1,duitse rente stijgen weer belegger verrassen door snel kanteling obligatiemarkt
150280879,-1,Euro redden het zo_niet '; 40.000 aandeelhouder luisteren naar Warren_Buffett
150280880,0,Bouw tegen hoog btw
150280883,1,beurs China exploderen bull-markt aandeel zijn nog maar net beginnen
150280884,0,Banencijfer VS zullen uitkomst bieden
150280885,0,extra vacature nodig
150280892,-1,verliezer
150280899,0,hulp bij klein leed in Engeland
150280903,-1,klap zwitserse centraal bank
150280904,0,eurozone op 0 inflatie
150280905,1,inhaalslag op flexmarkt Randstad en USG People zien omzet en winst toenemen
150280906,-1,recordverlies bij Air_Berlin
150280907,-1,pharming-pil stellen teleur
150280908,0,meespierson verkopen kwart staatsobligatie
150280910,-1,winst Dow verspelen
150280911,-1,rente wegen op AEX
150280912,-1,KLM duikelen diep luchtvaartbedrijf snakken naar kosteningreep
150280917,-1,goedkoop zijn duurkoop brief van dag
150280919,1,veel geld
150280923,-1,zorgen Fed drukken beurs
150280926,-1,euro omhoog door matig groei in VS econoom gaan uit van tijdelijk effect
150280928,-1,geduld met duister naheffing raken op drie vordering uit Brussel liggen op_de_loer
150280929,1,aan slag bij Hilton Gemeente sluiten akkoord om veel jong aan baan te helpen
150280935,0,Vion en Rabo snijden band door
150280937,-1,Fed houden VS in grijpen
150280938,1,Europa brengen UPS winstgroei
150280939,0,verkoophonger TNT zakken weg door ingrijpend reorganisatie
150280940,1,huishoud- hulp in lift
150280951,-1,China kopen invloed Peking steunen schurkenstaat Westen hebben nakijken
150280953,-1,moordwapen
150280954,-1,rentestrop zijn te stuiten verjaring claim uit renteswapdispuut anoniem voorkomen
150280955,1,optimisme bij Spanjaarden
150280956,-1,Britten tegen overname BP
150280958,-1,Grieken offeren hun omstreden minister om alsnog te voldoen aan eis EU_en_IMF
150280959,1,nieuw jas voor DFT_Oranje_Index Nóg goed afspiegeling van ons bedrijfsleven
150280960,1,biovoeding boeien
150280961,0,miljardeningreep bij Deutsche
150280962,0,payroll mijn vragen
150280963,-1,titanenstrijd VW eindigen in tragedie groot ruzie binnen concern verbijsteren financieel wereld
150280966,-1,euro maken niet gelukkig brief van dag
150280969,-1,regering willen varoufakis lozen
150280970,-1,IMF Grexit desastreus
150280973,-1,geheimzinnig taal over scenario Grieks failliet
150280980,-1,extra dag te duur '; ondernemer torpederen plan vrij Bevrijdingsdag
150280983,-1,bezuiniging bedreigen ruimtedroom minder budget en sanctie strop voor russische ruimtevaart
150280984,0,premie dubbel zo hoog laag rente drijven prijs van pensioen bij verzekeraar op
150280988,0,VS houden AEX in_toom
150280995,0,spaartaks adieu
150280997,-1,waarom moeten mijn bedrijf kapot ?'; achterhoeks transportondernemer Frank_Bruger vecht miljoenenstrijd uit met belastingdienst
150280999,0,spaarrente duiken onder 1 procent
150281000,-1,nog veel vluchteling als Griekenland geen geld veel krijgen
150281002,0,HSBC studeren op britse exit
150281004,0,sparen bij Chinezen
150281005,-1,Arcadis stellen markt teleur
150281006,0,griekse steun voor kabinet probleem nieuw steunpakket liggen vooral bij VVD gevoelig
150281007,0,Nasdaq zetten record neer
150281010,1,jeugdbaan in goedkoop taxi
150281011,0,wassen en strijken apart uniek antwoord drie gemeente op bezuiniging in zorg
150281014,0,gasbaten
150281015,-1,europese domper franse en duitse industrie doen stap terug
150281016,-1,liborboete
150281017,0,renminbi
150281018,0,Griekenland blijftrisico voor eurozone scenario twijfelachtig of Grieken bij faillissement in muntunie te handhaven zijn
150281019,0,duitse koper voor Euretco
150281020,0,cijferregen op beurs VS
150281021,0,durfkapitaal in hollands bedrijf
150281022,-1,Gemeente willen niet storten
150281025,1,stroomprijs laag door extra import grensoverschrijdend kabel goed benutten
150281026,-1,UWV er laan uit
150281027,-1,desnoods naar rechter '; ChristenUnie waterfraude niet op kost belastingbetaler
150281029,0,cijfer van week
150281030,0,geld voor defensie
150281033,-1,met veel dank van al mens die nu extra in WW komen
150281034,-1,groei zijn sprookje
150281035,0,breed baan in zorg zorgsector blijven ook komen decennium banenmotor
150281037,0,bank betalen geld toe bij lening
150281038,0,Miss_Etam zijn oud retail eind van probleem bij modeketen zijn nog lang niet in zicht
150281039,1,Nederlander jagen economie weer aan
150281042,0,woningprijs stijgen nu al jaar lang
150281044,0,gevoelig dreun voor Heijmans ontslagaanvraag groot bedrijf zelden weigeren
150281046,0,niet al té positief zijn over financiën '; Den_Haag hebben cijfer 2014 op orde maar
150281053,1,hypotheek weer hot investeerder keer terug via nieuw aanbieder
150281058,-1,Griekenland schrapen geld
150281071,0,bal liggen bij Grieken Beloftes regeringspartij zijn vorm van kiezersbedrog
150281072,0,investering goed hulp Financieren mkb verstevigen lokaal stabiliteit
150281073,0,wie merken iets van economisch groei
150281074,0,apart klok voor nieuw tijd Willem_van_den_Berg maken zelfs Van_Gogh-horloge met zand
150281076,1,spaartaks op schop Dijsselbloem rechtvaardiger aanpak haten belasting
150281077,1,veel ruimte chinese bank
150281079,-1,drama oud werkloos
150281083,0,zwaard van Damocles boven Grieken
150281085,0,gaan nu op huizenjacht hypotheek
150281088,0,knot voor hoog loon
150281092,0,voorkeur voor familiebedrijf lonen DFT product van maand aandelenfonds Juno_Selection
150281094,1,optimisme overheersen bij VNO
150281095,0,iedereen in database '; LinkedIn willen regering adviseren over werkloosheidsbestrijding
150281100,1,dik plus economie Werkgeversbaas voorzien flink toename van groei
150281102,0,Amazon.com regelen kapitaal start-ups nieuw Facebook kunnen Nederlands zijn
150281104,-1,Griekenland wankelen vertrouwen in Grieken vervliegen op financieel markt
150281105,-1,net sluiten zich om haten spaartaks
150281107,-1,domper voor Dow
150281110,-1,bitter
150281112,0,Zuidoost lokken student veel kamer moeten lokaal economie stimuleren
150281115,1,uitkeringen WW dalen
150281118,-1,griekse redding mijl ver_weg duitse minister financiën nieuw links regering slopen economie
150281120,0,bv kortwieken spaartaks spaargeld in bedrijf ontsnappen aan gehaat vermogensbelasting
150281121,-1,Fed laag olie kosten baan
150281124,0,Draghi minder bang voor bubbel dan knot
150281125,-1,dreun door duur dollar
150281126,1,rugwind op damrak
150281127,0,belgisch spaargeld voor mkb
150281128,0,driehonderd jaar vak vullen voor een topsalaris
150281129,-1,slagveld veel te onoverzichtelijk '; Dijsselbloem geen regeling slachtoffer woekerpolis
150281132,-1,bureaucratie jagen winkelketen weg Rotterdam snappen er echt niets van
150281136,1,vooruitkijken naar Rio
150281138,1,Wall_Street opgewekt
150281140,1,optimisme bij IMF groeien
150281141,1,positief
150281142,1,superland om voor jezelf te beginnen
150281145,-1,DNB bezorgd over gevolg ecb-beleid laag rente drukken winst verzekeraar
150281146,-1,spaarder zoeken alternatief
150281150,-1,postbode laan uit
150281157,-1,AEX laag op domper VS
150281160,1,niet veel zo lang werkloos
150281161,1,Brussel schieten mkb te_hulp eurocommissaris Katainen promoten investeringsfonds in Nederland
150281162,0,routinebaan verdwijnen
150281163,-1,overdracht in mkb sneuvelen voor finish
150281166,1,Start-ups in Athene krijgen oranje tint nederlands steun voor griekse groeiers
150281168,0,aziatisch groei op chinese rem
150281169,0,chinese kooplust
150281184,-1,bonje bij familiebedrijf communicatie op familiair vlak zullen professioneel moeten
150281185,0,Beleggersagenda
150281187,-1,handelsalarm uit Duitsland
150281189,1,centraal bank blijven steun bieden
150281192,-1,FNV minder belasting eerlijk bestuurder Hartveld huishouden betalen nu te veel
150281194,-1,crisis in retail treffen ook tuincentrum
150281197,-1,negatief rente in obligatieland
150281198,-1,VS en IMF hekelen handelsoverschot kritiek op regering Duitsland en Nederland
150281205,1,profijt van laag rente hypotheek
150281213,1,rentewinst zwellen aan bank profiteren flink van stijgen marge
150281219,1,comeback voor roebel
150281220,0,topbeloning alleen bij groot prestatie
150281223,0,Lat rentestap Fed hoog
150281225,-1,afm-baas onrust bankloon fnuiken '; zorgen of sector wel veranderen zonder druk
150281226,-1,nog even respijt griekse maatregel lang niet voldoend
150281235,1,aan slag in remise Opknapproject helpen jong werkloze aan baan
150281242,0,gigaverdrag
150281249,0,Grieken blijven in EU-familie
150281252,0,Fed verdelen over rente
150281257,0,Beurs lauw over Fed
150281258,1,CZ houden veel vet op bot
150281260,0,lichtpunt maar herstel nog broos
150281262,-1,lening starter groot flop
150281266,0,TNT inpakken door FedEx twee jaar na afspringen deal met UPS kloppen er weer amerikaans bedrijf op deur in hoofddorp
150281267,-1,ING moeite met werving
150281269,1,hausse in hypotheekaanvraag
150281270,-1,moeilijk tijd we winkelketen schrappen 81 baan in Nederland
150281271,1,werk maken van jeugdwerkloosheid Stopera jaarlijks 4000 jong aan baan helpen
150281277,-1,frontaal botsing Kamer met banktop Realiteitszin lijken ver te zoeken in financieel wereld
150281281,-1,Rus zijn fors duur uit
150281282,-1,verliezen jeugd jong dupe van flexibilisering arbeidsmarkt
150281286,0,veel vacature bij Ajax
150281290,0,ABP in claim Petrobras
150281292,0,grieks overleg met imf
150281294,1,beurs Teheran hoog na deal
150281297,-1,stem op leeg maag britse armoede belangrijk thema in verkiezing
150281302,1,dividendbelegger boeren goed in Europa
150281303,1,groei export naar Afrika
150281308,0,Griekenland betalen IMF
150281309,-1,banendomper in VS
150281314,0,broodfonds mkb
150281315,-1,Huis geheel onder water
150281316,1,hand van knippen
150281319,0,hip mode peperduur veel kwijt voor kleding en schoen
150281322,0,geven elk euroland weer eigen munt
150281324,1,steeds minder faillissement
150281325,-1,minder gas gewinnen
150281326,-1,omzet AEX ondermaats
150281330,-1,mbo er raken steeds diep in schuld op vijf staan voor gemiddeld 3681 euro in krijt
150281334,0,ABN betalen
150281335,-1,strop AEB nog groot ?; Stopera houden hart vast schadepost kunnen nog veel ver oplopen
150281336,-1,bonusdiscussie riskant VNO-NCW vrezen schade vestigingsklimaat en economie
150281338,-1,dip in buffer pensioen
150281341,1,winst op damrak
150281344,-1,bezuiniging van miljoen op NFI doorzetten Instituut moeten veel voor minder doen
150281353,-1,Dijsselbloem fluiten top ABN-Amro nooit terug minister trekken publiekelijk fel van_leer maar doen niets
150281356,0,renteswaps
150281357,-1,ziggo-fusie kosten baan
150281358,0,Krediet
150281359,0,retro-boerenleenbank op Veluwe
150281360,-1,kredietgroei nodig Mkb er ontberen kennis alternatief financiering
150281361,-1,Wall_Street in mineur
150281362,-1,Grieken te vaag voor EU_en_IMF
150281363,1,Banengolf bij exact overname en beursexit geven delftenaren spierbal
150281364,1,Arbeid lonen
150281365,0,3 miljoen
150281366,-1,uit toon
150281368,0,ziekenfonds komen niet veel terug
150281370,0,aan tafel over taksstelsel
150281371,-1,Stopera rekenen op megastrop Debacle afval Energie centraal kosten zeker 143 miljoen
150281372,0,werkverschaffing
150281374,0,nieuw crisis mogelijk
150281376,0,zuinig zijn op ons boer
150281378,-1,rel rond ABN_Amro volledig ontsporen onduidelijk wanneer beursgang kunnen plaatsvinden
150281382,1,export krijgen veel vaart
150281386,1,zonnig 2015 bedrijfsleven
150281391,1,sterk begin Wall_Street
150281393,0,Rutte willen advies
150281416,1,Hoop gloren op huizendag ondanks regen toch zo'n 150.000 bezichtiging
150281419,0,Brussel in griekse houdgreep Europa moeten nieuw bezuinigingsplan beoordelen
150281420,0,Delta keren dividend uit
150281421,0,maximaal hypotheek dalen
150281423,1,minder verzuim door vrezen baanverlies
150281424,0,Rente VS dit jaar omhoog
150281425,1,goed rendement dankzij gedurfd keuze product van maand Dodge Cox Global Stock Fund
150281426,-1,wel last niet lust schoon schijn van beleggingsobligatie
150281428,1,recordinleg in europese aandeel
150281429,0,al beleggingskosten op rij
150281431,1,licht plus op beurs
150281432,1,handel China en EU nemen toe
150281433,0,"0,04"
150281436,0,weer uitstel openheid naheffing
150281437,0,inteelt otter maken tunnel overbodig '; vvd-kamerlid Visser geen cent veel naar duur oversteekplaats
150281438,0,dok om te sparen
150281440,0,hardnekkig contant afrekenen
150281444,-1,val van euro maken leven in Europa veel duur
150281447,1,PvdA torpederen snel beursgang ABN_Amro verkopen nu zullen schatkist relatief veel kunnen opleveren
150281449,0,Justitie volgen deurwaarder
150281451,-1,belegger in mineur
150281452,1,AEX beperken schade
150281453,-1,achtbaan op beurs nervositeit zorgen voor heftig koersbeweging
150281456,-1,v keet willen sowieso 10 miljoen euro besparen
150281458,0,naheffing
150281459,0,toeslagenstrop van 168 miljoen staatssecretaris willen ultiem poging doen om geld te innen
150281460,0,na een aanmaning stoppen geen optie '; interview staatssecretaris Wiebes Financiën
150281461,-1,PvdA in Zuidoost financieel janboel
150281463,0,nieuw belasting
150281466,0,toekomst ABN in zicht minister Dijsselbloem ontvouwen plan voor beursgang
150281471,0,bibbergeld
150281475,-1,rente kunnen ver dalen
150281476,-1,Groeitempo iets omlaag grensverlegger Paralax focussen nu op drie markt
150281478,-1,hoog btw wekken verzet verschuiving gaan niet werken
150281481,1,Stork klauteren uit dal herboren bedrijf lijken klaar voor beursgang en inlossen schuld
150281482,-1,Kamer vrezen te groot bank
150281483,0,Belrondje_ECB voor Grieken
150281484,0,zorgen bedrijf over hoog btw onterecht
150281486,-1,strubbeling Mexx en V
150281488,0,PvdA overwegen nog hoog ozb laag arbeidslast moeten dekken
150281490,1,halal smeervet zijn goed voor export '; industrie zien brood in voedseleis
150281496,0,epicentrum van deschuld agentschap veilen vandaag een tienjaarslening sindsverruiming
150281497,0,bundesbank blijven hoopvol
150281500,-1,Wall_Street licht laag
150281501,1,techniek in opmars ondernemer zeer optimistisch
150281502,0,Draghi genoeg lening te_kopen
150281505,1,euro leven op
150281506,1,hulp in huishouding goedkoop
150281508,0,berekening windmolen vallen laag uit
150281510,0,niet overal applaus voor economieplan kost 68 mln. voor 10.000 baan
150281513,0,verlaag tijdelijk werkgeverslasten
150281514,0,DB willen af van particulier
150281517,0,eerst daad dan pas geld
150281518,0,olie-obligatie voor fusiegolf
150281519,0,Beleggersagenda
150281523,-1,laag prijs huis Groningen
150281524,-1,fitch negatief over Finland
150281526,0,hoofdrol marcocijfer VS en Refresco
150281527,0,snel verbinding tellen over heel wereld telecomnetwerk aan_elkaar knoop
150281528,0,richten op taksverlaging
150281530,-1,nieuw ontslagrecht rammelen hoogleraar vast contract én ontslaan moeilijk
150281531,-1,Huizen_Loppersum zijn onverkoopbaar VU leggen verband tussen aardbeving en daling woningprijs
150281533,-1,Lufthansa staken door
150281534,-1,Klant willen terug naar Rijkspostspaarbank boos reactie op salarisverhoging bankdirecteur
150281537,0,rentewaanzin
150281538,-1,spaarrente duikelen ver openstaan geldsluis van ECB drukken tarief
150281539,0,auto of tv kopen bij rente richting 0
150281542,-1,armer
150281546,0,hypotheek oversluiten
150281547,-1,sparen treurnis
150281549,-1,spaarder pineut Rente naar fiscus en ook nog bijbetalen
150281550,-1,optimisme ver te zoeken
